"Division";"N° de match";"Equipe 1";"Equipe 2";"Date de rencontre";"Heure";"Salle";"Score 1";"Forfait 1";"Score 2";"Forfait 2";"Etat de la dérogation";
"NFU15 ELITE";"94";"IE - BC VIRIAT";"IE - CTC ALLIANCE BEAUMONT COURNON 63";"01/11/2015";"13:15";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"NFU15 ELITE";"24";"IE - BC VIRIAT";"ETOILE SPORTIVE EPAGNY METZ TESSY";"27/09/2015";"13:15";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"NFU15 ELITE";"70";"IE - ST GENIS OULLINS STE FOY FEMININ";"IE - BC VIRIAT";"11/10/2015";"13:15";"GYMNASE JEAN GIONO";"";"false";"";"false";
"DM1";"132";"BC ATTIGNAT - 1";"BC VIRIAT - 2";"23/04/2016";"20:30";"SALLE DES SPORTS";"";"false";"";"false";
"DM1";"120";"AMBERIEU BB - 2";"BC VIRIAT - 2";"03/04/2016";"10:30";"GYMNASE CORDIER";"";"false";"";"false";
"DM1";"108";"EV BELLEGARDE - 1";"BC VIRIAT - 2";"12/03/2016";"20:30";"C. S . M. BERTHET";"";"false";"";"false";
"DM1";"96";"BOUCHOUX CONDEISSIAT B";"BC VIRIAT - 2";"13/02/2016";"20:30";"SALLE DU CIVOS";"";"false";"";"false";
"DM1";"84";"AS PERONNAS - 1";"BC VIRIAT - 2";"30/01/2016";"18:30";"SALLE PIERRE DE COUBERTIN";"";"false";"";"false";
"DM1";"1";"JL BOURG - 3";"BC VIRIAT - 2";"04/10/2015";"10:30";"SALLE JEUNESSE LAIQUE / Mercier";"";"false";"";"false";
"DM1";"56";"St REMY SPORTS BASKET - 1";"BC VIRIAT - 2";"12/12/2015";"21:00";"SALLE MUNICIPALE DES SPORTS";"";"false";"";"false";
"DM1";"45";"BC DOMBES - 1";"BC VIRIAT - 2";"28/11/2015";"20:30";"GM ST ANDRE DE CORCY";"";"false";"";"false";
"DM1";"34";"ASS LAGNIEU BASKET - 1";"BC VIRIAT - 2";"15/11/2015";"16:00";"GYMNASE J.PIERRE CELLIER";"";"false";"";"false";
"DM1";"23";"CS CEYZERIAT BASKET - 2";"BC VIRIAT - 2";"31/10/2015";"20:30";"SALLE DES SPORTS CEYZERIAT";"";"false";"";"false";
"DM1";"12";"AS CONFRANCON - 1";"BC VIRIAT - 2";"10/10/2015";"19:30";"ESPACE ROBERT BUSNEL";"";"false";"";"false";
"DM1";"89";"BC VIRIAT - 2";"CS CEYZERIAT BASKET - 2";"06/02/2016";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"100";"BC VIRIAT - 2";"ASS LAGNIEU BASKET - 1";"05/03/2016";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"78";"BC VIRIAT - 2";"AS CONFRANCON - 1";"23/01/2016";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"67";"BC VIRIAT - 2";"JL BOURG - 3";"17/01/2016";"15:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"111";"BC VIRIAT - 2";"BC DOMBES - 1";"19/03/2016";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"122";"BC VIRIAT - 2";"St REMY SPORTS BASKET - 1";"09/04/2016";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"66";"BC VIRIAT - 2";"BC ATTIGNAT - 1";"10/01/2016";"17:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"54";"BC VIRIAT - 2";"AMBERIEU BB - 2";"06/12/2015";"17:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"18";"BC VIRIAT - 2";"AS PERONNAS - 1";"17/10/2015";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"30";"BC VIRIAT - 2";"BOUCHOUX CONDEISSIAT B";"07/11/2015";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM1";"42";"BC VIRIAT - 2";"EV BELLEGARDE - 1";"21/11/2015";"20:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"285";"CS CEYZERIAT BASKET - 3";"BC VIRIAT - 3";"14/11/2015";"00:00";"SALLE DES SPORTS CEYZERIAT";"";"false";"";"false";
"DM3";"326";"ALBARINE BC";"BC VIRIAT - 3";"30/01/2016";"19:00";"SALLE POLYVALENTE";"";"false";"";"false";
"DM3";"277";"BC FEILLENS - 3";"BC VIRIAT - 3";"18/10/2015";"13:30";"SALLE POLYVALENTE";"";"false";"";"false";
"DM3";"318";"BC ATTIGNAT - 2";"BC VIRIAT - 3";"16/01/2016";"20:30";"SALLE DES SPORTS";"";"false";"";"false";
"DM3";"269";"AS PERONNAS - 2";"BC VIRIAT - 3";"03/10/2015";"20:30";"SALLE PIERRE DE COUBERTIN";"";"false";"";"false";
"DM3";"354";"BC VIRIAT - 3";"US VONNAS";"10/04/2016";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"293";"BC VIRIAT - 3";"AMBERIEU BB - 3";"22/11/2015";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"343";"BC VIRIAT - 3";"JL BOURG - 4";"20/03/2016";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"303";"BC VIRIAT - 3";"ES St JEAN LE VIEUX - 2";"06/12/2015";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"322";"BC VIRIAT - 3";"BC FEILLENS - 3";"24/01/2016";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"273";"BC VIRIAT - 3";"BC ATTIGNAT - 2";"11/10/2015";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"314";"BC VIRIAT - 3";"AS PERONNAS - 2";"10/01/2016";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"281";"BC VIRIAT - 3";"ALBARINE BC";"08/11/2015";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"330";"BC VIRIAT - 3";"CS CEYZERIAT BASKET - 3";"06/03/2016";"10:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DM3";"348";"ES St JEAN LE VIEUX - 2";"BC VIRIAT - 3";"03/04/2016";"16:00";"SALLE DES SPORTS";"";"false";"";"false";
"DM3";"298";"JL BOURG - 4";"BC VIRIAT - 3";"29/11/2015";"08:30";"SALLE JEUNESSE LAIQUE / Mercier";"";"false";"";"false";
"DM3";"338";"AMBERIEU BB - 3";"BC VIRIAT - 3";"12/03/2016";"18:00";"GYMNASE CORDIER";"";"false";"";"false";
"DM3";"309";"US VONNAS";"BC VIRIAT - 3";"12/12/2015";"20:30";"GYMNASE MUNICIPAL";"";"false";"";"false";
"DF1";"395";"BC VIRIAT - 3";"AMBERIEU BB";"13/12/2015";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"435";"BC VIRIAT - 3";"BOUCHOUX CONDEISSIAT B - 1";"03/04/2016";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"385";"BC VIRIAT - 3";"US REPLONGES";"29/11/2015";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"425";"BC VIRIAT - 3";"SAINT AMOUR BASKET - 1";"13/03/2016";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"375";"BC VIRIAT - 3";"EN - CTC BORDS DU RHONE - ENT BASKET MONTALIEU BOUVESSE - 1";"15/11/2015";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"415";"BC VIRIAT - 3";"BC FEILLENS - 1";"31/01/2016";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"365";"BC VIRIAT - 3";"EN - CTC BRESSE BASKET - 2";"18/10/2015";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"405";"BC VIRIAT - 3";"BC ATTIGNAT - 1";"17/01/2016";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"355";"BC VIRIAT - 3";"EN - CTC DOMBES BASKET - BC VILLARDOIS - 2";"04/10/2015";"11:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF1";"440";"AMBERIEU BB";"BC VIRIAT - 3";"10/04/2016";"10:30";"GYMNASE CORDIER";"";"false";"";"false";
"DF1";"390";"BOUCHOUX CONDEISSIAT B - 1";"BC VIRIAT - 3";"06/12/2015";"11:30";"SALLE DU CIVOS";"";"false";"";"false";
"DF1";"430";"US REPLONGES";"BC VIRIAT - 3";"19/03/2016";"20:00";"SALLE DES SPORTS";"";"false";"";"false";
"DF1";"380";"SAINT AMOUR BASKET - 1";"BC VIRIAT - 3";"21/11/2015";"20:30";"GYMNASE MUNICIPAL";"";"false";"";"false";
"DF1";"420";"EN - CTC BORDS DU RHONE - ENT BASKET MONTALIEU BOUVESSE - 1";"BC VIRIAT - 3";"05/03/2016";"19:00";"GYMNASE DU COLLEGE";"";"false";"";"false";
"DF1";"370";"BC FEILLENS - 1";"BC VIRIAT - 3";"07/11/2015";"18:00";"SALLE POLYVALENTE";"";"false";"";"false";
"DF1";"410";"EN - CTC BRESSE BASKET - 2";"BC VIRIAT - 3";"23/01/2016";"20:00";"SALLE SAINT ROCH";"";"false";"";"false";
"DF1";"360";"BC ATTIGNAT - 1";"BC VIRIAT - 3";"10/10/2015";"18:30";"SALLE DES SPORTS";"";"false";"";"false";
"DF1";"400";"EN - CTC DOMBES BASKET - BC VILLARDOIS - 2";"BC VIRIAT - 3";"10/01/2016";"15:00";"GYMNASE MUNICIPAL";"";"false";"";"false";
"DF2";"485";"BC VIRIAT - 4";"ALBARINE BC";"13/12/2015";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"525";"BC VIRIAT - 4";"EV BELLEGARDE - 1";"03/04/2016";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"475";"BC VIRIAT - 4";"BC IZERNORE";"29/11/2015";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"515";"BC VIRIAT - 4";"BC MEXIMIEUX";"13/03/2016";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"465";"BC VIRIAT - 4";"BB REVERMONT - 1";"15/11/2015";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"505";"BC VIRIAT - 4";"ES St JEAN LE VIEUX";"31/01/2016";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"455";"BC VIRIAT - 4";"BC SERVAS";"18/10/2015";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"495";"BC VIRIAT - 4";"ES FOISSIAT - 1";"17/01/2016";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"445";"BC VIRIAT - 4";"AS CONFRANCON - 1";"04/10/2015";"09:00";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"DF2";"530";"ALBARINE BC";"BC VIRIAT - 4";"09/04/2016";"21:00";"SALLE POLYVALENTE";"";"false";"";"false";
"DF2";"480";"EV BELLEGARDE - 1";"BC VIRIAT - 4";"05/12/2015";"20:30";"C. S . M. BERTHET";"";"false";"";"false";
"DF2";"520";"BC IZERNORE";"BC VIRIAT - 4";"19/03/2016";"20:30";"GYMNASE LA VIGNETTE";"";"false";"";"false";
"DF2";"470";"BC MEXIMIEUX";"BC VIRIAT - 4";"22/11/2015";"16:00";"HALLE DES SPORTS";"";"false";"";"false";
"DF2";"510";"BB REVERMONT - 1";"BC VIRIAT - 4";"05/03/2016";"20:30";"GYMNASE MUNICIPAL";"";"false";"";"false";
"DF2";"460";"ES St JEAN LE VIEUX";"BC VIRIAT - 4";"08/11/2015";"14:00";"SALLE DES SPORTS";"";"false";"";"false";
"DF2";"500";"BC SERVAS";"BC VIRIAT - 4";"23/01/2016";"18:30";"SALLE MUNICIPALE DES SPORTS";"";"false";"";"false";
"DF2";"450";"ES FOISSIAT - 1";"BC VIRIAT - 4";"11/10/2015";"11:00";"GYMNASE MUNICIPAL";"";"false";"";"false";
"DF2";"490";"AS CONFRANCON - 1";"BC VIRIAT - 4";"09/01/2016";"21:00";"ESPACE ROBERT BUSNEL";"";"false";"";"false";
"U13FLR16 BRA";"101";"ST GENIS OULLINS STE FOY FEMININ - 1";"IE - BC VIRIAT - 1";"05/12/2015";"16:15";"GYMNASE JEAN GIONO";"";"false";"";"false";
"U13FLR16 BRA";"76";"AS VILLEURBANNE - 1";"IE - BC VIRIAT - 1";"21/11/2015";"15:00";"SALLE RAPHAEL DE BARROS";"";"false";"";"false";
"U13FLR16 BRA";"6";"ROANNAIS BASKET FEMININ - 1";"IE - BC VIRIAT - 1";"03/10/2015";"17:15";"PALAIS DES SPORTS";"";"false";"";"false";
"U13FLR16 BRA";"53";"IE - BC VIRIAT - 1";"ANDREZIEUX BOUTHEON ALS BASKET - 1";"07/11/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U13FLR16 BRA";"90";"IE - BC VIRIAT - 1";"AL SAINT PRIEST - 1";"28/11/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U13FLR16 BRA";"41";"IE - BC VIRIAT - 1";"ST GENIS OULLINS STE FOY FEMININ - 1";"24/10/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U13FLR16 BRA";"66";"IE - BC VIRIAT - 1";"ROANNAIS BASKET FEMININ - 1";"14/11/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U13FLR16 BRA";"16";"IE - BC VIRIAT - 1";"AS VILLEURBANNE - 1";"10/10/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U13FLR16 BRA";"30";"AL SAINT PRIEST - 1";"IE - BC VIRIAT - 1";"17/10/2015";"13:30";"GYMNASE COLETTE";"";"false";"";"false";
"U13FLR16 BRA";"113";"ANDREZIEUX BOUTHEON ALS BASKET - 1";"IE - BC VIRIAT - 1";"12/12/2015";"15:00";"SALLE VICTOR LACOSTE";"";"false";"";"false";
"U17MLR16 BRA";"88";"AMPUIS VIENNE ST ROMAIN BASKET - 1";"BC VIRIAT - 1";"07/11/2015";"15:00";"GYMNASE DU LYCEE ST ROMAIN";"";"false";"";"false";
"U17MLR16 BRA";"53";"BC VIRIAT - 1";"BRON BASKET CLUB - 1";"17/10/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U17MLR16 BRA";"17";"BC VIRIAT - 1";"B CHARPENNES CROIX LUIZET - 1";"03/10/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U17MLR16 BRA";"124";"BC VIRIAT - 1";"ROCHE LA MOLIERE ES - 1";"21/11/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U17MLR16 BRA";"160";"BC VIRIAT - 1";"SORBIERS/LA TALAUDIERE BASKET - 1";"05/12/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U17MLR16 BRA";"178";"BC VIRIAT - 1";"AMPUIS VIENNE ST ROMAIN BASKET - 1";"12/12/2015";"13:30";"GYMNASE DES CARRONNIERS";"";"false";"";"false";
"U17MLR16 BRA";"70";"SORBIERS/LA TALAUDIERE BASKET - 1";"BC VIRIAT - 1";"25/10/2015";"14:00";"SALLE  OMNISPORTS SORBIERS";"";"false";"";"false";
"U17MLR16 BRA";"34";"ROCHE LA MOLIERE ES - 1";"BC VIRIAT - 1";"10/10/2015";"16:30";"G.M. LA VARENNE";"";"false";"";"false";
"U17MLR16 BRA";"107";"B CHARPENNES CROIX LUIZET - 1";"BC VIRIAT - 1";"14/11/2015";"18:00";"SALLE MATEO";"";"false";"";"false";
"U17MLR16 BRA";"143";"BRON BASKET CLUB - 1";"BC VIRIAT - 1";"28/11/2015";"16:00";"SALLE TOLA VOLOGE";"";"false";"";"false";
